0 0.008 0
1 0.00628329 0.000172333
2 0.00476348 0.000990831
3 0.00336512 0.00152798
4 0.00232362 0.001484
5 0.00162309 0.00130939
6 0.00140228 0.00115476
7 0.00125037 0.00102095
8 0.00117755 0.000912917
9 0.00105438 0.000800856
10 0.000948943 0.00073339
11 0.00100794 0.000736719
12 0.000984672 0.00071939
13 0.00102209 0.000712097
14 0.00104406 0.000722588
15 0.00103552 0.000678882
16 0.000982517 0.000620514
17 0.000968549 0.000593641
18 0.000942992 0.000560712
19 0.000905518 0.000541618
20 0.000933042 0.000541635
21 0.00091245 0.000528109
22 0.000948956 0.000522191
23 0.000912751 0.000498731
24 0.000896723 0.00048549
25 0.000917554 0.000496304
26 0.000911083 0.000465273
27 0.000929191 0.00044709
28 0.000862247 0.000414986
29 0.000838445 0.000409431
30 0.000889465 0.000415136
31 0.000850948 0.000400022
32 0.000830969 0.000391116
33 0.000837506 0.000415062
34 0.000912023 0.000470379
35 0.00091498 0.000505799
36 0.00086263 0.000450928
37 0.000944544 0.000534569
38 0.00104261 0.000592338
39 0.00109386 0.00060284
40 0.00101888 0.000548931
41 0.00107403 0.000460356
42 0.000935951 0.000373692
43 0.000838322 0.00037299
44 0.000896868 0.000326317
45 0.000802828 0.00028238
46 0.000837144 0.000359953
47 0.00107521 0.000378288
48 0.000881609 0.000365218
49 0.000927216 0.000385479
50 0.00111924 0.000415091
51 0.00101505 0.000495281
52 0.00107515 0.000375778
53 0.00114033 8.10933e-06
54 0.000861703 0.000185226
55 0.000772562 0.000124725
